Mod:Item:MetaData, Localized Name
pixelmon:shed_shell, Shed Shell
pixelmon:damp_rock, Damp Rock
pixelmon:heat_rock, Heat Rock
pixelmon:icy_rock, Icy Rock
pixelmon:smooth_rock, Smooth Rock
pixelmon:eviolite, Eviolite
pixelmon:light_ball, Light Ball
pixelmon:lucky_punch, Lucky Punch
pixelmon:metal_powder, Metal Powder
pixelmon:quick_powder, Quick Powder
pixelmon:stick, Stick
pixelmon:thick_club, Thick Club
pixelmon:power_herb, Power Herb
pixelmon:red_card, Red Card
pixelmon:expert_belt, Expert Belt
pixelmon:light_clay, Light Clay
pixelmon:mental_herb, Mental Herb
pixelmon:quick_claw, Quick Claw
pixelmon:white_herb, White Herb
pixelmon:big_root, Big Root
pixelmon:zoom_lens, Zoom Lens
pixelmon:bright_powder, Bright Powder
pixelmon:lagging_tail, Lagging Tail
pixelmon:wise_glasses, Wise Glasses
pixelmon:eject_button, Eject Button
pixelmon:binding_band, Binding Band
pixelmon:iron_ball, Iron Ball
pixelmon:grip_claw, Grip Claw
pixelmon:float_stone, Float Stone
pixelmon:ring_target, Ring Target
pixelmon:amulet_coin, Amulet Coin
pixelmon:reaper_cloth, Reaper Cloth
pixelmon:deep_sea_scale, Deep Sea Scale
pixelmon:deep_sea_tooth, Deep Sea Tooth
pixelmon:oval_stone, Oval Stone
pixelmon:full_incense, Full Incense
pixelmon:lax_incense, Lax Incense
pixelmon:luck_incense, Luck Incense
pixelmon:odd_incense, Odd Incense
pixelmon:pure_incense, Pure Incense
pixelmon:rock_incense, Rock Incense
pixelmon:rose_incense, Rose Incense
pixelmon:sea_incense, Sea Incense
pixelmon:wave_incense, Wave Incense
pixelmon:bug_gem, Bug Gem
pixelmon:dark_gem, Dark Gem
pixelmon:dragon_gem, Dragon Gem
pixelmon:electric_gem, Electric Gem
pixelmon:fighting_gem, Fighting Gem
pixelmon:fire_gem, Fire Gem
pixelmon:flying_gem, Flying Gem
pixelmon:ghost_gem, Ghost Gem
pixelmon:grass_gem, Grass Gem
pixelmon:ground_gem, Ground Gem
pixelmon:ice_gem, Ice Gem
pixelmon:normal_gem, Normal Gem
pixelmon:poison_gem, Poison Gem
pixelmon:psychic_gem, Psychic Gem
pixelmon:rock_gem, Rock Gem
pixelmon:steel_gem, Steel Gem
pixelmon:water_gem, Water Gem
pixelmon:fairy_gem, Fairy Gem
pixelmon:black_belt, Black Belt
pixelmon:black_glasses, Black Glasses
pixelmon:charcoal, Charcoal
pixelmon:dragon_fang, Dragon Fang
pixelmon:hard_stone, Hard Stone
pixelmon:miracle_seed, Miracle Seed
pixelmon:mystic_water, Mystic Water
pixelmon:never_melt_ice, Never-Melt Ice
pixelmon:poison_barb, Poison Barb
pixelmon:sharp_beak, Sharp Beak
pixelmon:silk_scarf, Silk Scarf
pixelmon:silver_powder, Silver Powder
pixelmon:soft_sand, Soft Sand
pixelmon:spell_tag, Spell Tag
pixelmon:twisted_spoon, Twisted Spoon
pixelmon:magnet, Magnet
pixelmon:meadow_plate, Meadow Plate
pixelmon:flame_plate, Flame Plate
pixelmon:splash_plate, Splash Plate
pixelmon:sky_plate, Sky Plate
pixelmon:insect_plate, Insect Plate
pixelmon:toxic_plate, Toxic Plate
pixelmon:zap_plate, Zap Plate
pixelmon:mind_plate, Mind Plate
pixelmon:stone_plate, Stone Plate
pixelmon:earth_plate, Earth Plate
pixelmon:dread_plate, Dread Plate
pixelmon:spooky_plate, Spooky Plate
pixelmon:iron_plate, Iron Plate
pixelmon:fist_plate, Fist Plate
pixelmon:icicle_plate, Icicle Plate
pixelmon:draco_plate, Draco Plate
pixelmon:pixie_plate, Pixie Plate
pixelmon:grass_memory, Grass Memory
pixelmon:fire_memory, Fire Memory
pixelmon:water_memory, Water Memory
pixelmon:flying_memory, Flying Memory
pixelmon:bug_memory, Bug Memory
pixelmon:poison_memory, Poison Memory
pixelmon:electric_memory, Electric Memory
pixelmon:psychic_memory, Psychic Memory
pixelmon:rock_memory, Rock Memory
pixelmon:ground_memory, Ground Memory
pixelmon:dark_memory, Dark Memory
pixelmon:ghost_memory, Ghost Memory
pixelmon:steel_memory, Steel Memory
pixelmon:fighting_memory, Fighting Memory
pixelmon:ice_memory, Ice Memory
pixelmon:dragon_memory, Dragon Memory
pixelmon:fairy_memory, Fairy Memory
pixelmon:toxic_orb, Toxic Orb
pixelmon:flame_orb, Flame Orb
pixelmon:sticky_barb, Sticky Barb
pixelmon:destiny_knot, Destiny Knot
pixelmon:black_sludge, Black Sludge
pixelmon:assault_vest, Assault Vest
pixelmon:luminous_moss, Luminous Moss
pixelmon:safety_goggles, Safety Goggles
pixelmon:snowball, Snowball
pixelmon:weakness_policy, Weakness Policy
pixelmon:soul_dew, Soul Dew
pixelmon:abomasite, Abomasite
pixelmon:absolite, Absolite
pixelmon:aerodactylite, Aerodactylite
pixelmon:aggronite, Aggronite
pixelmon:alakazite, Alakazite
pixelmon:altarianite, Altarianite
pixelmon:ampharosite, Ampharosite
pixelmon:audinite, Audinite
pixelmon:banettite, Banettite
pixelmon:beedrillite, Beedrillite
pixelmon:blastoisinite, Blastoisinite
pixelmon:blazikenite, Blazikenite
pixelmon:cameruptite, Cameruptite
pixelmon:charizardite_x, Charizardite X
pixelmon:charizardite_y, Charizardite Y
pixelmon:diancite, Diancite
pixelmon:galladite, Galladite
pixelmon:garchompite, Garchompite
pixelmon:gardevoirite, Gardevoirite
pixelmon:gengarite, Gengarite
pixelmon:glalitite, Glalitite
pixelmon:gyaradosite, Gyaradosite
pixelmon:heracronite, Heracronite
pixelmon:houndoominite, Houndoominite
pixelmon:kangaskhanite, Kangaskhanite
pixelmon:latiasite, Latiasite
pixelmon:latiosite, Latiosite
pixelmon:lopunnite, Lopunnite
pixelmon:lucarionite, Lucarionite
pixelmon:manectite, Manectite
pixelmon:mawilite, Mawilite
pixelmon:medichamite, Medichamite
pixelmon:metagrossite, Metagrossite
pixelmon:mewtwonite_x, Mewtwonite X
pixelmon:mewtwonite_y, Mewtwonite Y
pixelmon:pidgeotite, Pidgeotite
pixelmon:pinsirite, Pinsirite
pixelmon:sablenite, Sablenite
pixelmon:salamencite, Salamencite
pixelmon:sceptilite, Sceptilite
pixelmon:scizorite, Scizorite
pixelmon:sharpedonite, Sharpedonite
pixelmon:slowbronite, Slowbronite
pixelmon:steelixite, Steelixite
pixelmon:swampertite, Swampertite
pixelmon:tyranitarite, Tyranitarite
pixelmon:venusaurite, Venusaurite
pixelmon:adamant_orb, Adamant Orb
pixelmon:lustrous_orb, Lustrous Orb
pixelmon:griseous_orb, Griseous Orb
pixelmon:burn_drive, Burn Drive
pixelmon:chill_drive, Chill Drive
pixelmon:douse_drive, Douse Drive
pixelmon:shock_drive, Shock Drive
pixelmon:sachet, Sachet
pixelmon:whipped_dream, Whipped Dream
pixelmon:dna_splicers, DNA Splicers
pixelmon:prison_bottle, Prison Bottle
pixelmon:meteorite, Meteorite
pixelmon:n_lunarizer, N-Lunarizer
pixelmon:n_solarizer, N-Solarizer
pixelmon:red_orb, Red Orb
pixelmon:blue_orb, Blue Orb
pixelmon:buginium_z, Buginium Z
pixelmon:darkinium_z, Darkinium Z
pixelmon:dragonium_z, Dragonium Z
pixelmon:electrium_z, Electrium Z
pixelmon:fairium_z, Fairium Z
pixelmon:fightinium_z, Fightinium Z
pixelmon:firium_z, Firium Z
pixelmon:flyinium_z, Flyinium Z
pixelmon:ghostium_z, Ghostium Z
pixelmon:grassium_z, Grassium Z
pixelmon:groundium_z, Groundium Z
pixelmon:icium_z, Icium Z
pixelmon:normalium_z, Normalium Z
pixelmon:poisonium_z, Poisonium Z
pixelmon:psychium_z, Psychium Z
pixelmon:rockium_z, Rockium Z
pixelmon:steelium_z, Steelium Z
pixelmon:waterium_z, Waterium Z
pixelmon:aloraichium_z, Aloraichium Z
pixelmon:decidium_z, Decidium Z
pixelmon:eevium_z, Eevium Z
pixelmon:incinium_z, Incinium Z
pixelmon:kommonium_z, Kommonium Z
pixelmon:lunalium_z, Lunalium Z
pixelmon:lycanium_z, Lycanium Z
pixelmon:marshadium_z, Marshadium Z
pixelmon:mewnium_z, Mewnium Z
pixelmon:mimikium_z, Mimikium Z
pixelmon:pikanium_z, Pikanium Z
pixelmon:pikashunium_z, Pikashunium Z
pixelmon:primarium_z, Primarium Z
pixelmon:snorlium_z, Snorlium Z
pixelmon:solganium_z, Solganium Z
pixelmon:tapunium_z, Tapunium Z
pixelmon:ultranecrozium_z, Ultranecrozium Z
pixelmon:new_running_boots, New Running Boots
pixelmon:old_running_boots, Old Running Boots
pixelmon:ruby_hammer, ruby_hammer.name
pixelmon:ruby_axe, ruby_axe.name
pixelmon:ruby_hoe, ruby_hoe.name
pixelmon:ruby_pickaxe, ruby_pickaxe.name
pixelmon:ruby_shovel, ruby_shovel.name
pixelmon:ruby_sword, ruby_sword.name
pixelmon:sapphire_hammer, sapphire_hammer.name
pixelmon:sapphire_axe, sapphire_axe.name
pixelmon:sapphire_hoe, sapphire_hoe.name
pixelmon:sapphire_pickaxe, sapphire_pickaxe.name
pixelmon:sapphire_shovel, sapphire_shovel.name
pixelmon:sapphire_sword, sapphire_sword.name
pixelmon:amethyst_hammer, amethyst_hammer.name
pixelmon:amethyst_axe, amethyst_axe.name
pixelmon:amethyst_hoe, amethyst_hoe.name
pixelmon:amethyst_pickaxe, amethyst_pickaxe.name
pixelmon:amethyst_shovel, amethyst_shovel.name
pixelmon:amethyst_sword, amethyst_sword.name
pixelmon:crystal_hammer, crystal_hammer.name
pixelmon:crystal_axe, crystal_axe.name
pixelmon:crystal_hoe, crystal_hoe.name
pixelmon:crystal_pickaxe, crystal_pickaxe.name
pixelmon:crystal_shovel, crystal_shovel.name
pixelmon:crystal_sword, crystal_sword.name
pixelmon:fire_stone_hammer, fire_stone_hammer.name
pixelmon:fire_stone_axe, fire_stone_axe.name
pixelmon:fire_stone_hoe, fire_stone_hoe.name
pixelmon:fire_stone_pickaxe, fire_stone_pickaxe.name
pixelmon:fire_stone_shovel, fire_stone_shovel.name
pixelmon:fire_stone_sword, fire_stone_sword.name
pixelmon:water_stone_hammer, water_stone_hammer.name
pixelmon:water_stone_axe, water_stone_axe.name
pixelmon:water_stone_hoe, water_stone_hoe.name
pixelmon:water_stone_pickaxe, water_stone_pickaxe.name
pixelmon:water_stone_shovel, water_stone_shovel.name
pixelmon:water_stone_sword, water_stone_sword.name
pixelmon:leaf_stone_hammer, leaf_stone_hammer.name
pixelmon:leaf_stone_axe, leaf_stone_axe.name
pixelmon:leaf_stone_hoe, leaf_stone_hoe.name
pixelmon:leaf_stone_pickaxe, leaf_stone_pickaxe.name
pixelmon:leaf_stone_shovel, leaf_stone_shovel.name
pixelmon:leaf_stone_sword, leaf_stone_sword.name
pixelmon:thunder_stone_hammer, thunder_stone_hammer.name
pixelmon:thunder_stone_axe, thunder_stone_axe.name
pixelmon:thunder_stone_hoe, thunder_stone_hoe.name
pixelmon:thunder_stone_pickaxe, thunder_stone_pickaxe.name
pixelmon:thunder_stone_shovel, thunder_stone_shovel.name
pixelmon:thunder_stone_sword, thunder_stone_sword.name
pixelmon:sun_stone_hammer, sun_stone_hammer.name
pixelmon:sun_stone_axe, sun_stone_axe.name
pixelmon:sun_stone_hoe, sun_stone_hoe.name
pixelmon:sun_stone_pickaxe, sun_stone_pickaxe.name
pixelmon:sun_stone_shovel, sun_stone_shovel.name
pixelmon:sun_stone_sword, sun_stone_sword.name
pixelmon:moon_stone_hammer, moon_stone_hammer.name
pixelmon:moon_stone_axe, moon_stone_axe.name
pixelmon:moon_stone_hoe, moon_stone_hoe.name
pixelmon:moon_stone_pickaxe, moon_stone_pickaxe.name
pixelmon:moon_stone_shovel, moon_stone_shovel.name
pixelmon:moon_stone_sword, moon_stone_sword.name
pixelmon:dawn_stone_hammer, dawn_stone_hammer.name
pixelmon:dawn_stone_axe, dawn_stone_axe.name
pixelmon:dawn_stone_hoe, dawn_stone_hoe.name
pixelmon:dawn_stone_pickaxe, dawn_stone_pickaxe.name
pixelmon:dawn_stone_shovel, dawn_stone_shovel.name
pixelmon:dawn_stone_sword, dawn_stone_sword.name
pixelmon:dusk_stone_hammer, dusk_stone_hammer.name
pixelmon:dusk_stone_axe, dusk_stone_axe.name
pixelmon:dusk_stone_hoe, dusk_stone_hoe.name
pixelmon:dusk_stone_pickaxe, dusk_stone_pickaxe.name
pixelmon:dusk_stone_shovel, dusk_stone_shovel.name
pixelmon:dusk_stone_sword, dusk_stone_sword.name
pixelmon:aluminium_sword, aluminium_sword.name
pixelmon:ruby_helm, ruby_helm.name
pixelmon:ruby_plate, ruby_plate.name
pixelmon:ruby_legs, ruby_legs.name
pixelmon:ruby_boots, ruby_boots.name
pixelmon:sapphire_helm, sapphire_helm.name
pixelmon:sapphire_plate, sapphire_plate.name
pixelmon:sapphire_legs, sapphire_legs.name
pixelmon:sapphire_boots, sapphire_boots.name
pixelmon:plasma_helm, plasma_helm.name
pixelmon:plasma_plate, plasma_plate.name
pixelmon:plasma_legs, plasma_legs.name
pixelmon:plasma_boots, plasma_boots.name
pixelmon:galactic_helm, galactic_helm.name
pixelmon:galactic_plate, galactic_plate.name
pixelmon:galactic_legs, galactic_legs.name
pixelmon:galactic_boots, galactic_boots.name
pixelmon:neo_plasma_helm, neo_plasma_helm.name
pixelmon:neo_plasma_plate, neo_plasma_plate.name
pixelmon:neo_plasma_legs, neo_plasma_legs.name
pixelmon:neo_plasma_boots, neo_plasma_boots.name
pixelmon:rocket_helm, rocket_helm.name
pixelmon:rocket_plate, rocket_plate.name
pixelmon:rocket_legs, rocket_legs.name
pixelmon:rocket_boots, rocket_boots.name
pixelmon:fire_stone_helm, fire_stone_helm.name
pixelmon:fire_stone_plate, fire_stone_plate.name
pixelmon:fire_stone_legs, fire_stone_legs.name
pixelmon:fire_stone_boots, fire_stone_boots.name
pixelmon:water_stone_helm, water_stone_helm.name
pixelmon:water_stone_plate, water_stone_plate.name
pixelmon:water_stone_legs, water_stone_legs.name
pixelmon:water_stone_boots, water_stone_boots.name
pixelmon:leaf_stone_helm, leaf_stone_helm.name
pixelmon:leaf_stone_plate, leaf_stone_plate.name
pixelmon:leaf_stone_legs, leaf_stone_legs.name
pixelmon:leaf_stone_boots, leaf_stone_boots.name
pixelmon:thunder_stone_helm, thunder_stone_helm.name
pixelmon:thunder_stone_plate, thunder_stone_plate.name
pixelmon:thunder_stone_legs, thunder_stone_legs.name
pixelmon:thunder_stone_boots, thunder_stone_boots.name
pixelmon:sun_stone_helm, sun_stone_helm.name
pixelmon:sun_stone_plate, sun_stone_plate.name
pixelmon:sun_stone_legs, sun_stone_legs.name
pixelmon:sun_stone_boots, sun_stone_boots.name
pixelmon:moon_stone_helm, moon_stone_helm.name
pixelmon:moon_stone_plate, moon_stone_plate.name
pixelmon:moon_stone_legs, moon_stone_legs.name
pixelmon:moon_stone_boots, moon_stone_boots.name
pixelmon:dawn_stone_helm, dawn_stone_helm.name
pixelmon:dawn_stone_plate, dawn_stone_plate.name
pixelmon:dawn_stone_legs, dawn_stone_legs.name
pixelmon:dawn_stone_boots, dawn_stone_boots.name
pixelmon:dusk_stone_helm, dusk_stone_helm.name
pixelmon:dusk_stone_plate, dusk_stone_plate.name
pixelmon:dusk_stone_legs, dusk_stone_legs.name
pixelmon:dusk_stone_boots, dusk_stone_boots.name
pixelmon:wood_hammer, Wood Hammer
pixelmon:stone_hammer, Stone Hammer
pixelmon:iron_hammer, Iron Hammer
pixelmon:gold_hammer, Gold Hammer
pixelmon:diamond_hammer, Diamond Hammer
pixelmon:aluminium_hammer, Aluminum Hammer
pixelmon:aluminium_axe, aluminium_axe.name
pixelmon:aluminium_spade, aluminium_spade.name
pixelmon:aluminium_pickaxe, aluminium_pickaxe.name
pixelmon:aluminium_hoe, aluminium_hoe.name
pixelmon:aluminium_helmet, aluminium_helmet.name
pixelmon:aluminium_chestplate, aluminium_chestplate.name
pixelmon:aluminium_leggings, aluminium_leggings.name
pixelmon:aluminium_boots, aluminium_boots.name
pixelmon:balance_badge, Balance Badge
pixelmon:basic_badge, Basic Badge
pixelmon:beacon_badge, Beacon Badge
pixelmon:boulder_badge, Boulder Badge
pixelmon:cascade_badge, Cascade Badge
pixelmon:coal_badge, Coal Badge
pixelmon:cobble_badge, Cobble Badge
pixelmon:dynamo_badge, Dynamo Badge
pixelmon:earth_badge, Earth Badge
pixelmon:feather_badge, Feather Badge
pixelmon:fen_badge, Fen Badge
pixelmon:fog_badge, Fog Badge
pixelmon:forest_badge, Forest Badge
pixelmon:glacier_badge, Glacier Badge
pixelmon:heat_badge, Heat Badge
pixelmon:hive_badge, Hive Badge
pixelmon:icicle_badge, Icicle Badge
pixelmon:knuckle_badge, Knuckle Badge
pixelmon:marsh_badge, Marsh Badge
pixelmon:mind_badge, Mind Badge
pixelmon:mine_badge, Mine Badge
pixelmon:mineral_badge, Mineral Badge
pixelmon:plain_badge, Plain Badge
pixelmon:rain_badge, Rain Badge
pixelmon:rainbow_badge, Rainbow Badge
pixelmon:relic_badge, Relic Badge
pixelmon:rising_badge, Rising Badge
pixelmon:soul_badge, Soul Badge
pixelmon:stone_badge, Stone Badge
pixelmon:storm_badge, Storm Badge
pixelmon:thunder_badge, Thunder Badge
pixelmon:volcano_badge, Volcano Badge
pixelmon:zephyr_badge, Zephyr Badge
pixelmon:bolt_badge, Bolt Badge
pixelmon:freeze_badge, Freeze Badge
pixelmon:insect_badge, Insect Badge
pixelmon:jet_badge, Jet Badge
pixelmon:legend_badge, Legend Badge
pixelmon:quake_badge, Quake Badge
pixelmon:toxic_badge, Toxic Badge
pixelmon:trio_badge, Trio Badge
pixelmon:wave_badge, Wave Badge
pixelmon:bug_badge, Bug Badge
pixelmon:cliff_badge, Cliff Badge
pixelmon:rumble_badge, Rumble Badge
pixelmon:plant_badge, Plant Badge
pixelmon:voltage_badge, Voltage Badge
pixelmon:fairy_badge, Fairy Badge
pixelmon:psychic_badge, Psychic Badge
pixelmon:iceberg_badge, Iceberg Badge
pixelmon:nugget, Nugget
pixelmon:big_nugget, Big Nugget
pixelmon:balm_mushroom, Balm Mushroom
pixelmon:big_mushroom, Big Mushroom
pixelmon:big_pearl, Big Pearl
pixelmon:comet_shard, Comet Shard
pixelmon:pearl, Pearl
pixelmon:pearl_string, Pearl String
pixelmon:pretty_wing, Pretty Wing
pixelmon:rare_bone, Rare Bone
pixelmon:relic_band, Relic Band
pixelmon:relic_copper, Relic Copper
pixelmon:relic_crown, Relic Crown
pixelmon:relic_gold, Relic Gold
pixelmon:relic_silver, Relic Silver
pixelmon:relic_statue, Relic Statue
pixelmon:relic_vase, Relic Vase
pixelmon:shoal_salt, Shoal Salt
pixelmon:shoal_shell, Shoal Shell
pixelmon:slowpoke_tail, Slowpoke Tail
pixelmon:star_piece, Star Piece
pixelmon:stardust, Stardust
pixelmon:strange_souvenir, Strange Souvenir
pixelmon:tiny_mushroom, Tiny Mushroom
pixelmon:ultra_ruin_key, Ultra Ruin Key
pixelmon:ultra_forest_key, Ultra Forest Key
pixelmon:ultra_deep_sea_key, Ultra Deep Sea Key
pixelmon:helix_fossil, Helix Fossil
pixelmon:dome_fossil, Dome Fossil
pixelmon:old_amber, Old Amber
pixelmon:root_fossil, Root Fossil
pixelmon:claw_fossil, Claw Fossil
pixelmon:skull_fossil, Skull Fossil
pixelmon:armor_fossil, Armor Fossil
pixelmon:cover_fossil, Cover Fossil
pixelmon:plume_fossil, Plume Fossil
pixelmon:jaw_fossil, Jaw Fossil
pixelmon:sail_fossil, Sail Fossil
pixelmon:covered_fossil_0, Covered Fossil
pixelmon:covered_fossil_1, Covered Fossil
pixelmon:covered_fossil_2, Covered Fossil
pixelmon:covered_fossil_3, Covered Fossil
pixelmon:covered_fossil_4, Covered Fossil
pixelmon:covered_fossil_5, Covered Fossil
pixelmon:covered_fossil_6, Covered Fossil
pixelmon:covered_fossil_7, Covered Fossil
pixelmon:covered_fossil_8, Covered Fossil
pixelmon:covered_fossil_9, Covered Fossil
pixelmon:covered_fossil_10, Covered Fossil
pixelmon:fossil_machine_tank, Fossil Machine Tank
pixelmon:fossil_machine_display, Fossil Machine Display
pixelmon:fossil_machine_top, Fossil Machine Top
pixelmon:fossil_machine_base, Fossil Machine Base
pixelmon:poke_ball, Poké Ball
pixelmon:great_ball, Great Ball
pixelmon:ultra_ball, Ultra Ball
pixelmon:master_ball, Master Ball
pixelmon:level_ball, Level Ball
pixelmon:moon_ball, Moon Ball
pixelmon:friend_ball, Friend Ball
pixelmon:love_ball, Love Ball
pixelmon:safari_ball, Safari Ball
pixelmon:heavy_ball, Heavy Ball
pixelmon:fast_ball, Fast Ball
pixelmon:repeat_ball, Repeat Ball
pixelmon:timer_ball, Timer Ball
pixelmon:nest_ball, Nest Ball
pixelmon:net_ball, Net Ball
pixelmon:dive_ball, Dive Ball
pixelmon:luxury_ball, Luxury Ball
pixelmon:heal_ball, Heal Ball
pixelmon:dusk_ball, Dusk Ball
pixelmon:premier_ball, Premier Ball
pixelmon:sport_ball, Sport Ball
pixelmon:quick_ball, Quick Ball
pixelmon:lure_ball, Lure Ball
pixelmon:park_ball, Park Ball
pixelmon:cherish_ball, Cherish Ball
pixelmon:gs_ball, GS Ball
pixelmon:beast_ball, Beast Ball
pixelmon:poke_ball_lid, Poké Ball Lid
pixelmon:great_ball_lid, Great Ball Lid
pixelmon:ultra_ball_lid, Ultra Ball Lid
pixelmon:level_ball_lid, Level Ball Lid
pixelmon:moon_ball_lid, Moon Ball Lid
pixelmon:friend_ball_lid, Friend Ball Lid
pixelmon:love_ball_lid, Love Ball Lid
pixelmon:safari_ball_lid, Safari Ball Lid
pixelmon:heavy_ball_lid, Heavy Ball Lid
pixelmon:fast_ball_lid, Fast Ball Lid
pixelmon:repeat_ball_lid, Repeat Ball Lid
pixelmon:timer_ball_lid, Timer Ball Lid
pixelmon:nest_ball_lid, Nest Ball Lid
pixelmon:net_ball_lid, Net Ball Lid
pixelmon:dive_ball_lid, Dive Ball Lid
pixelmon:luxury_ball_lid, Luxury Ball Lid
pixelmon:heal_ball_lid, Heal Ball Lid
pixelmon:dusk_ball_lid, Dusk Ball Lid
pixelmon:premier_ball_lid, Premier Ball Lid
pixelmon:sport_ball_lid, Sport Ball Lid
pixelmon:quick_ball_lid, Quick Ball Lid
pixelmon:lure_ball_lid, Lure Ball Lid
pixelmon:poke_ball_disc, Poké Ball Disc
pixelmon:great_ball_disc, Great Ball Disc
pixelmon:ultra_ball_disc, Ultra Ball Disc
pixelmon:level_ball_disc, Level Ball Disc
pixelmon:moon_ball_disc, Moon Ball Disc
pixelmon:friend_ball_disc, Friend Ball Disc
pixelmon:love_ball_disc, Love Ball Disc
pixelmon:safari_ball_disc, Safari Ball Disc
pixelmon:heavy_ball_disc, Heavy Ball Disc
pixelmon:fast_ball_disc, Fast Ball Disc
pixelmon:repeat_ball_disc, Repeat Ball Disc
pixelmon:timer_ball_disc, Timer Ball Disc
pixelmon:nest_ball_disc, Nest Ball Disc
pixelmon:net_ball_disc, Net Ball Disc
pixelmon:dive_ball_disc, Dive Ball Disc
pixelmon:luxury_ball_disc, Luxury Ball Disc
pixelmon:heal_ball_disc, Heal Ball Disc
pixelmon:dusk_ball_disc, Dusk Ball Disc
pixelmon:premier_ball_disc, Premier Ball Disc
pixelmon:sport_ball_disc, Sport Ball Disc
pixelmon:quick_ball_disc, Quick Ball Disc
pixelmon:lure_ball_disc, Lure Ball Disc
pixelmon:iron_disc, Iron Disc
pixelmon:iron_base, Iron Base
pixelmon:aluminum_disc, Aluminum Disc
pixelmon:aluminum_base, Aluminum Base
pixelmon:black_apricorn, Black Apricorn
pixelmon:white_apricorn, White Apricorn
pixelmon:pink_apricorn, Pink Apricorn
pixelmon:green_apricorn, Green Apricorn
pixelmon:blue_apricorn, Blue Apricorn
pixelmon:yellow_apricorn, Yellow Apricorn
pixelmon:red_apricorn, Red Apricorn
pixelmon:cooked_black_apricorn, Cooked Black Apricorn
pixelmon:cooked_white_apricorn, Cooked White Apricorn
pixelmon:cooked_pink_apricorn, Cooked Pink Apricorn
pixelmon:cooked_green_apricorn, Cooked Green Apricorn
pixelmon:cooked_blue_apricorn, Cooked Blue Apricorn
pixelmon:cooked_yellow_apricorn, Cooked Yellow Apricorn
pixelmon:cooked_red_apricorn, Cooked Red Apricorn
pixelmon:blackbadgecase, Black Badgecase
pixelmon:whitebadgecase, White Badgecase
pixelmon:pinkbadgecase, Pink Badgecase
pixelmon:greenbadgecase, Green Badgecase
pixelmon:bluebadgecase, Blue Badgecase
pixelmon:yellowbadgecase, Yellow Badgecase
pixelmon:redbadgecase, Red Badgecase
pixelmon:tm1, TM01: Hone Claws
pixelmon:tm2, TM02: Dragon Claw
pixelmon:tm3, TM03: Psyshock
pixelmon:tm4, TM04: Calm Mind
pixelmon:tm5, TM05: Roar
pixelmon:tm6, TM06: Toxic
pixelmon:tm7, TM07: Hail
pixelmon:tm8, TM08: Bulk Up
pixelmon:tm9, TM09: Venoshock
pixelmon:tm10, TM10: Hidden Power
pixelmon:tm11, TM11: Sunny Day
pixelmon:tm12, TM12: Taunt
pixelmon:tm13, TM13: Ice Beam
pixelmon:tm14, TM14: Blizzard
pixelmon:tm15, TM15: Hyper Beam
pixelmon:tm16, TM16: Light Screen
pixelmon:tm17, TM17: Protect
pixelmon:tm18, TM18: Rain Dance
pixelmon:tm19, TM19: Telekinesis
pixelmon:tm20, TM20: Safeguard
pixelmon:tm21, TM21: Frustration
pixelmon:tm22, TM22: Solar Beam
pixelmon:tm23, TM23: Smack Down
pixelmon:tm24, TM24: Thunderbolt
pixelmon:tm25, TM25: Thunder
pixelmon:tm26, TM26: Earthquake
pixelmon:tm27, TM27: Return
pixelmon:tm28, TM28: Dig
pixelmon:tm29, TM29: Psychic
pixelmon:tm30, TM30: Shadow Ball
pixelmon:tm31, TM31: Brick Break
pixelmon:tm32, TM32: Double Team
pixelmon:tm33, TM33: Reflect
pixelmon:tm34, TM34: Sludge Wave
pixelmon:tm35, TM35: Flamethrower
pixelmon:tm36, TM36: Sludge Bomb
pixelmon:tm37, TM37: Sandstorm
pixelmon:tm38, TM38: Fire Blast
pixelmon:tm39, TM39: Rock Tomb
pixelmon:tm40, TM40: Aerial Ace
pixelmon:tm41, TM41: Torment
pixelmon:tm42, TM42: Facade
pixelmon:tm43, TM43: Flame Charge
pixelmon:tm44, TM44: Rest
pixelmon:tm45, TM45: Attract
pixelmon:tm46, TM46: Thief
pixelmon:tm47, TM47: Low Sweep
pixelmon:tm48, TM48: Round
pixelmon:tm49, TM49: Echoed Voice
pixelmon:tm50, TM50: Overheat
pixelmon:tm51, TM51: Ally Switch
pixelmon:tm52, TM52: Focus Blast
pixelmon:tm53, TM53: Energy Ball
pixelmon:tm54, TM54: False Swipe
pixelmon:tm55, TM55: Scald
pixelmon:tm56, TM56: Fling
pixelmon:tm57, TM57: Charge Beam
pixelmon:tm58, TM58: Sky Drop
pixelmon:tm59, TM59: Incinerate
pixelmon:tm60, TM60: Quash
pixelmon:tm61, TM61: Will-O-Wisp
pixelmon:tm62, TM62: Acrobatics
pixelmon:tm63, TM63: Embargo
pixelmon:tm64, TM64: Explosion
pixelmon:tm65, TM65: Shadow Claw
pixelmon:tm66, TM66: Payback
pixelmon:tm67, TM67: Retaliate
pixelmon:tm68, TM68: Giga Impact
pixelmon:tm69, TM69: Rock Polish
pixelmon:tm70, TM70: Flash
pixelmon:tm71, TM71: Stone Edge
pixelmon:tm72, TM72: Volt Switch
pixelmon:tm73, TM73: Thunder Wave
pixelmon:tm74, TM74: Gyro Ball
pixelmon:tm75, TM75: Swords Dance
pixelmon:tm76, TM76: Struggle Bug
pixelmon:tm77, TM77: Psych Up
